key,ceo_effect_list,point_change_per_turn_if_active,title,description,icon_path,opinion_topic_modifier
3k_main_ceo_node_trait_physical_agile_01,3k_main_ceo_node_trait_physical_agile_01,0,Agile,"A combination of speed, strength, and flexibility grants this individual the physical aptitude of an acrobat.",UI/Campaign UI/traits/icon_cowardly_good.png,3k_main_opinion_topic_set_ability_agile
3k_main_ceo_node_trait_physical_beautiful_01,3k_main_ceo_node_trait_physical_beautiful_01,0,Beautiful,"Turning heads wherever they go, the heavens have gifted this one with stunning looks.",UI/Campaign UI/traits/icon_beautiful_good.png,3k_main_opinion_topic_set_attractive_beautiful
3k_main_ceo_node_trait_physical_blind_01,3k_main_ceo_node_trait_physical_blind_01,0,Blind,"Their life’s path has led them to lose their eyesight, but they bear it without misery.",UI/Campaign UI/traits/icon_battle_wound_bad.png,3k_main_opinion_topic_set_debilitation_blind
3k_main_ceo_node_trait_physical_clumsy_01,3k_main_ceo_node_trait_physical_clumsy_01,0,Clumsy,"Even when carrying out the most mundane tasks, they are like a bull in a china shop!",UI/Campaign UI/traits/icon_clumsy_bad.png,3k_main_opinion_topic_set_weakness_clumsy
3k_main_ceo_node_trait_physical_coordinated_01,3k_main_ceo_node_trait_physical_coordinated_01,0,Co-ordinated,This person has an uncanny control of their limbs!,UI/Campaign UI/traits/icon_dexterous_good.png,3k_main_opinion_topic_set_ability_coordinated
3k_main_ceo_node_trait_physical_decrepit_01,3k_main_ceo_node_trait_physical_decrepit_01,0,Decrepit,"The years have not been kind to this individual, they are visibly the worse for wear.",UI/Campaign UI/traits/icon_weak_bad.png,3k_main_opinion_topic_set_debilitation_decrepit
3k_main_ceo_node_trait_physical_drunk_01,3k_main_ceo_node_trait_physical_drunk_01,0,Drunk,"""He who drinks, dies. He who doesn't drink, dies as well.""",UI/Campaign UI/traits/icon_drunk_bad.png,3k_main_opinion_topic_set_vice_drunk
3k_main_ceo_node_trait_physical_eunuch_01,3k_main_ceo_node_trait_physical_eunuch_01,0,Eunuch,Men without their manhood may still have a purpose.,UI/Campaign UI/traits/icon_weak_bad.png,3k_main_opinion_topic_set_debilitation_eunuch
3k_main_ceo_node_trait_physical_fat_01,3k_main_ceo_node_trait_physical_fat_01,0,Fat,Who ate all the rice?,UI/Campaign UI/traits/icon_clumsy_bad.png,3k_main_opinion_topic_set_vice_fat
3k_main_ceo_node_trait_physical_fertile_01,3k_main_ceo_node_trait_physical_fertile_01,0,Fertile,"A most virile individual, this one’s bloodline is most definitely assured.",UI/Campaign UI/traits/icon_healthy_good.png,3k_main_opinion_topic_set_strength_fertile
3k_main_ceo_node_trait_physical_graceful_01,3k_main_ceo_node_trait_physical_graceful_01,0,Graceful,Moves with the balletic grace of a butterfly.,UI/Campaign UI/traits/icon_dexterous_good.png,3k_main_opinion_topic_set_ability_graceful
3k_main_ceo_node_trait_physical_handsome_01,3k_main_ceo_node_trait_physical_handsome_01,0,Handsome,"When one possesses aesthetic features so agreeable to the eye, shortcomings in personality or wealth matter little.",UI/Campaign UI/traits/icon_beautiful_good.png,3k_main_opinion_topic_set_attractive_handsome
3k_main_ceo_node_trait_physical_healthy_01,3k_main_ceo_node_trait_physical_healthy_01,0,Healthy,A notable specimen of robust health and physical well-being.,UI/Campaign UI/traits/icon_healthy_good.png,3k_main_opinion_topic_set_strength_healthy
3k_main_ceo_node_trait_physical_heartbroken_01,3k_main_ceo_node_trait_physical_heartbroken_01,0,Heartbroken,"""Yes, hearts can break, but I think it would be better if we died when they did…""",UI/Campaign UI/traits/icon_heartbroken_bad.png,3k_main_opinion_topic_set_weakness_heartbroken
3k_main_ceo_node_trait_physical_ill_01,3k_main_ceo_node_trait_physical_ill_01,-1,Physically Ill,Stay away… this one’s contagious.,UI/Campaign UI/traits/icon_sickly_bad.png,3k_main_opinion_topic_set_sickness_physically_ill
3k_main_ceo_node_trait_physical_infertile_01,3k_main_ceo_node_trait_physical_infertile_01,0,Infertile,This one has perhaps been kicked in the groin one too many times. ,UI/Campaign UI/traits/icon_healthy_bad.png,3k_main_opinion_topic_set_weakness_infertile
3k_main_ceo_node_trait_physical_lovestruck_01,3k_main_ceo_node_trait_physical_lovestruck_01,0,Lovestruck,"Having recently become enamoured with another, this person is distant, distracted, and constantly daydreaming.",UI/Campaign UI/traits/icon_love_good.png,
3k_main_ceo_node_trait_physical_lumbering_01,3k_main_ceo_node_trait_physical_lumbering_01,0,Lumbering,This one moves with the grace of an inebriated panda.,UI/Campaign UI/traits/icon_clumsy_bad.png,3k_main_opinion_topic_set_weakness_lumbering
3k_main_ceo_node_trait_physical_mad_01,3k_main_ceo_node_trait_physical_mad_01,0,Mad,"The lanterns are lit, but no-one’s home.",UI/Campaign UI/traits/icon_mad_bad.png,3k_main_opinion_topic_set_folly_mad
3k_main_ceo_node_trait_physical_maimed_arm_01,3k_main_ceo_node_trait_physical_maimed_arm_01,0,Maimed,"""Quick, take my good hand!""",UI/Campaign UI/traits/icon_battle_wound_bad.png,3k_main_opinion_topic_set_debilitation_maimed
3k_main_ceo_node_trait_physical_maimed_leg_01,3k_main_ceo_node_trait_physical_maimed_leg_01,0,Lame,"""I used to be a warrior like you…""",UI/Campaign UI/traits/icon_battle_wound_bad.png,3k_main_opinion_topic_set_debilitation_lame_serious
3k_main_ceo_node_trait_physical_one-eyed_01,3k_main_ceo_node_trait_physical_one-eyed_01,0,One-eyed,It’s hard to tell whether this character is winking or blinking…,UI/Campaign UI/traits/icon_battle_wound_bad.png,3k_main_opinion_topic_set_debilitation_one_eyed
3k_main_ceo_node_trait_physical_poxxed_01,3k_main_ceo_node_trait_physical_poxxed_01,0,Poxed,"Covered in boils and pustules, heaven has cursed this individual to the life of a leper.",UI/Campaign UI/traits/icon_scarred_bad.png,3k_main_opinion_topic_set_sickness_poxed
3k_main_ceo_node_trait_physical_scarred_01,3k_main_ceo_node_trait_physical_scarred_01,0,Scarred,These skin disfigurements are the remnants of a brutal and painful past.,UI/Campaign UI/traits/icon_scarred_bad.png,3k_main_opinion_topic_set_scarred
3k_main_ceo_node_trait_physical_shu_tiger_general_01,3k_main_ceo_node_trait_physical_shu_tiger_general_01,0,Tiger General,"One of the 'Five Tiger Generals of Shu', the most meritorious war leaders in the kingdom.",UI/Campaign UI/traits/icon_tiger_tally_good.png,
3k_main_ceo_node_trait_physical_sickly_01,3k_main_ceo_node_trait_physical_sickly_01,-1,Sickly,The miracles of Hua Tuo himself could not heal this one of their constant afflictions.,UI/Campaign UI/traits/icon_sickly_bad.png,3k_main_opinion_topic_set_sickness_sickly
3k_main_ceo_node_trait_physical_strong_01,3k_main_ceo_node_trait_physical_strong_01,0,Strong,This one is as strong as an ox.,UI/Campaign UI/traits/icon_strong_good.png,3k_main_opinion_topic_set_strength_strong
3k_main_ceo_node_trait_physical_sui_knight_01,3k_main_ceo_node_trait_physical_sui_knight_01,0,Sui Knight,"One of the formidable 'Knights of Han Sui', this warrior is not to be trifled with!",UI/Campaign UI/traits/icon_tiger_tally_good.png,
3k_main_ceo_node_trait_physical_tough_01,3k_main_ceo_node_trait_physical_tough_01,0,Tough,"Tough times never last, but tough people generally do.",UI/Campaign UI/traits/icon_strong_good.png,3k_main_opinion_topic_set_strength_tough
3k_main_ceo_node_trait_physical_weak_01,3k_main_ceo_node_trait_physical_weak_01,0,Weak,A gust of wind would blow this one right over. They are unsuited to any vocation that requires heavy lifting.,UI/Campaign UI/traits/icon_weak_bad.png,3k_main_opinion_topic_set_weakness_weak
3k_main_ceo_node_trait_physical_wei_elite_general_01,3k_main_ceo_node_trait_physical_wei_elite_general_01,0,Elite General,"One of the 'Five Elite Generals of Wei', the cream of all military commanders.",UI/Campaign UI/traits/icon_tiger_tally_good.png,
3k_main_ceo_node_wealth_01,3k_dlc05_ceo_node_wealth_00,0,Clerk,Poverty keeps one honest.,UI/Campaign UI/traits/icon_wealth_low.png,
3k_ytr_ancillary_accessory_simple_carving_of_huang_lao,3k_ytr_ancillary_accessory_simple_carving_of_huang_lao,0,Old Master,"In a tranquil state, one can rule with no need for action.",accessories/3k_ytr_ancillary_accessory_simple_carving_of_huang_lao.png,
3k_ytr_ancillary_accessory_stone_statue_of_zhang_bao,3k_ytr_ancillary_accessory_stone_statue_of_zhang_bao,0,General of Land,"Zhang Bao, the 'General of Earth', is immortalised in this small statue.",accessories/3k_ytr_ancillary_accessory_stone_statue_of_zhang_bao.png,
3k_ytr_ancillary_accessory_stone_statue_of_zhang_jue,3k_ytr_ancillary_accessory_stone_statue_of_zhang_jue,0,Great Teacher,"This small statue depicts Zhang Jue, the 'General of Heaven'.",accessories/3k_ytr_ancillary_accessory_stone_statue_of_zhang_jue.png,
3k_ytr_ancillary_accessory_stone_statue_of_zhang_liang,3k_ytr_ancillary_accessory_stone_statue_of_zhang_liang,0,General of the People,"A small statue of Zhang Liang, the renowned strategist.",accessories/3k_ytr_ancillary_accessory_stone_statue_of_zhang_liang.png,
3k_ytr_ancillary_armour_he_mans_armour_unique,3k_ytr_ancillary_armour_he_mans_armour_unique,0,He Man's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_ytr_ancillary_armour_he_man_unique.png,
3k_ytr_ancillary_armour_healer_yellow_turban_common,3k_ytr_ancillary_armour_healer_yellow_turban_common,0,Healer's Tunic,"Like its wearer, this armour is simple yet functional.",ytr_healer/3k_ytr_ancillary_armour_healer_yellow_turban_common.png,
3k_ytr_ancillary_armour_healer_yellow_turban_exceptional,3k_ytr_ancillary_armour_healer_yellow_turban_exceptional,0,Physician's Robe,Those who hold fast shall be protected.,ytr_healer/3k_ytr_ancillary_armour_healer_yellow_turban_refined.png,
3k_ytr_ancillary_armour_healer_yellow_turban_refined,3k_ytr_ancillary_armour_healer_yellow_turban_refined,0,Curer's Vestments,The seasoned leader wears armour tested by time and combat.,ytr_healer/3k_ytr_ancillary_armour_healer_yellow_turban_exceptional.png,
3k_ytr_ancillary_armour_healer_yellow_turban_unique,3k_ytr_ancillary_armour_healer_yellow_turban_unique,0,Heavenly Mender,Armour so fine it's a physical extension of its lord's commands.,ytr_healer/3k_ytr_ancillary_armour_healer_yellow_turban_unique.png,
3k_ytr_ancillary_armour_pei_yuanshaos_armour_unique,3k_ytr_ancillary_armour_pei_yuanshaos_armour_unique,0,Pei Yuanshao's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_ytr_ancillary_armour_pei_yuanshao_unique.png,
3k_ytr_ancillary_armour_scholar_medium_yellow_turban_common,3k_ytr_ancillary_armour_scholar_medium_yellow_turban_common,0,Student's Attire,"Like its wearer, this armour is simple yet functional.",ytr_scholar/3k_ytr_ancillary_armour_scholar_medium_yellow_turban_common.png,
3k_ytr_ancillary_armour_scholar_medium_yellow_turban_exceptional,3k_ytr_ancillary_armour_scholar_medium_yellow_turban_exceptional,0,Sage's Attire,Those who hold fast shall be protected.,ytr_scholar/3k_ytr_ancillary_armour_scholar_medium_yellow_turban_refined.png,
3k_ytr_ancillary_armour_scholar_medium_yellow_turban_refined,3k_ytr_ancillary_armour_scholar_medium_yellow_turban_refined,0,Disciple's Attire,The seasoned leader wears armour tested by time and combat.,ytr_scholar/3k_ytr_ancillary_armour_scholar_medium_yellow_turban_exceptional.png,
3k_ytr_ancillary_armour_scholar_medium_yellow_turban_unique,3k_ytr_ancillary_armour_scholar_medium_yellow_turban_unique,0,Wisdom's Wrappings,Armour so fine it's a physical extension of its lord's commands.,ytr_scholar/3k_ytr_ancillary_armour_scholar_medium_yellow_turban_unique.png,
3k_ytr_ancillary_armour_veteran_medium_yellow_turban_common,3k_ytr_ancillary_armour_veteran_medium_yellow_turban_common,0,Commoner's Protective Garments,"Like its wearer, this armour is simple yet functional.",ytr_veteran/3k_ytr_ancillary_armour_veteran_medium_yellow_turban_common.png,
3k_ytr_ancillary_armour_veteran_medium_yellow_turban_exceptional,3k_ytr_ancillary_armour_veteran_medium_yellow_turban_exceptional,0,General's Uniform,Those who hold fast shall be protected.,ytr_veteran/3k_ytr_ancillary_armour_veteran_medium_yellow_turban_refined.png,
3k_ytr_ancillary_armour_veteran_medium_yellow_turban_refined,3k_ytr_ancillary_armour_veteran_medium_yellow_turban_refined,0,Unit Leader's Outfit,The seasoned leader wears armour tested by time and combat.,ytr_veteran/3k_ytr_ancillary_armour_veteran_medium_yellow_turban_exceptional.png,
3k_ytr_ancillary_armour_veteran_medium_yellow_turban_unique,3k_ytr_ancillary_armour_veteran_medium_yellow_turban_unique,0,Protection of the People,Armour so fine it's a physical extension of its lord's commands.,ytr_veteran/3k_ytr_ancillary_armour_veteran_medium_yellow_turban_unique.png,
3k_ytr_ancillary_armour_zhang_kais_armour_unique,3k_ytr_ancillary_armour_zhang_kais_armour_unique,0,Zhang Kai's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_ytr_ancillary_armour_zhang_kai_unique.png,
3k_ytr_ancillary_weapon_2h_ball_mace_common,3k_ytr_ancillary_weapon_dual_maces_common,0,Hammer Spear,"Devastating when it lands, ineffective if it misses.",weapons/3k_ytr_ancillary_weapon_2h_ball_mace_common.png,
3k_ytr_ancillary_weapon_2h_ball_mace_exceptional,3k_ytr_ancillary_weapon_dual_maces_exceptional,0,Pole Mace,Imagine the force that can be generated by swinging a mace attached to a long pole.,weapons/3k_ytr_ancillary_weapon_2h_ball_mace_exceptional.png,
3k_ytr_ancillary_weapon_2h_ball_mace_refined,3k_ytr_ancillary_weapon_dual_maces_refined,0,Two-handed Mace,"If you miss, you'll probably lose your footing; strike, and they are dead.",weapons/3k_ytr_ancillary_weapon_2h_ball_mace_refined.png,
3k_ytr_ancillary_weapon_2h_ball_mace_unique,3k_ytr_ancillary_weapon_dual_maces_unique,0,Headcrusher,"""Death by the Headcrusher! Headcrusher!""",weapons/3k_ytr_ancillary_weapon_2h_ball_mace_unique.png,
3k_ytr_ancillary_weapon_dual_maces_common,3k_ytr_ancillary_weapon_staff_common,0,Chuí,"To swing just one of these is a challenge, to carry both is a heroic feat.",weapons/3k_ytr_ancillary_weapon_dual_maces_common.png,
3k_ytr_ancillary_weapon_dual_maces_exceptional,3k_ytr_ancillary_weapon_staff_exceptional,0,Identical Chuí,Even their maker cannot tell them apart.,weapons/3k_ytr_ancillary_weapon_dual_maces_exceptional.png,
3k_ytr_ancillary_weapon_dual_maces_refined,3k_ytr_ancillary_weapon_staff_refined,0,Matched Chuí,These twin maces are evenly matched.,weapons/3k_ytr_ancillary_weapon_dual_maces_refined.png,
3k_ytr_ancillary_weapon_dual_maces_unique,3k_ytr_ancillary_weapon_staff_unique,0,Heavenly Bodies,"Wrought from meteoric iron, these maces are as unstoppable as they are rare.",weapons/3k_ytr_ancillary_weapon_dual_maces_unique.png,
3k_ytr_ancillary_weapon_staff_common,3k_ytr_ancillary_weapon_2h_ball_mace_common,0,Gun,Even a traveller's walking staff can be a deadly weapon in the right hands.,weapons/3k_ytr_ancillary_weapon_staff_common.png,
3k_ytr_ancillary_weapon_staff_exceptional,3k_ytr_ancillary_weapon_2h_ball_mace_exceptional,0,Reinforced Gun,"The wax-wood of this staff has been reinforced with metal, making a deadly weapon.",weapons/3k_ytr_ancillary_weapon_staff_exceptional.png,
3k_ytr_ancillary_weapon_staff_refined,3k_ytr_ancillary_weapon_2h_ball_mace_refined,0,Balanced Gun,"Tapering towards the end, this staff is perfectly balanced for combat.",weapons/3k_ytr_ancillary_weapon_staff_refined.png,
3k_ytr_ancillary_weapon_staff_unique,3k_ytr_ancillary_weapon_2h_ball_mace_unique,0,Gun of Purity,Only a warrior untainted by corruption may wield a staff of such perfection.,weapons/3k_ytr_ancillary_weapon_staff_unique.png,
3k_ytr_ceo_node_career_heaven_astrologer,3k_ytr_ceo_node_career_heaven_astrologer,0,Astrologer,The movement of the celestial bodies are there to guide us; this one has the talent to interpret them.,UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_intelligence_cunning
3k_ytr_ceo_node_career_heaven_monk,3k_ytr_ceo_node_career_heaven_monk,0,Monk,"This one has given themselves fully to the Way, to become enlightened and to enlighten others.",UI/Campaign UI/traits/icon_spiritual_good.png,3k_main_opinion_topic_set_discipline_aescetic
3k_ytr_ceo_node_career_heaven_philosopher,3k_ytr_ceo_node_career_heaven_philosopher,0,Philosopher,This person understands that all knowledge is a stepping stone to greater questions and is unafraid to grapple with the unknown.,UI/Campaign UI/traits/icon_intelligent_good.png,3k_main_opinion_topic_set_intelligence_scholarly
3k_ytr_ceo_node_career_heaven_sorcerer,3k_ytr_ceo_node_career_heaven_sorcerer,0,Sorcerer,"It is whispered that this one can talk with the spirits to call upon their powers to heal, or if angered, curse others.",UI/Campaign UI/traits/icon_spiritual_good.png,3k_main_opinion_topic_set_folly_superstitious
3k_ytr_ceo_node_career_heaven_writer,3k_ytr_ceo_node_career_heaven_writer,0,Writer,A good writer keeps things clear and succinct.,UI/Campaign UI/traits/icon_intelligent_good.png,3k_main_opinion_topic_set_intelligence_clever
3k_ytr_ceo_node_career_land_brewer,3k_ytr_ceo_node_career_land_brewer,0,Brewer,"China has many noble professions, but this person has chosen the noblest: to quench people’s thirst with beer.",UI/Campaign UI/traits/icon_drunk_bad.png,3k_main_opinion_topic_set_vice_drunk
3k_ytr_ceo_node_career_land_builder,3k_ytr_ceo_node_career_land_builder,0,Builder,"Realising a building not only requires the technical skill to build, but the imagination to envision and design it.",UI/Campaign UI/traits/icon_stalwart_good.png,3k_main_opinion_topic_set_determination_determined
3k_ytr_ceo_node_career_land_farmer,3k_ytr_ceo_node_career_land_farmer,0,Farmer,"When life’s chaos threatens to overwhelm, this one takes to the field to clear their mind by working the land.",UI/Campaign UI/traits/icon_humble_good.png,3k_main_opinion_topic_set_honour_modest
3k_ytr_ceo_node_career_land_jade_carver,3k_ytr_ceo_node_career_land_jade_carver,0,Jade Carver,Years of practice have given this one the precision and patience needed to carve jade.,UI/Campaign UI/traits/icon_calm_good.png,3k_main_opinion_topic_set_patience_patient
3k_ytr_ceo_node_career_land_potter,3k_ytr_ceo_node_career_land_potter,0,Potter,"""I have everything - large bowls, small bowls, tiny bowls. A cup? Are you sure you wouldn’t rather have a nice bowl instead?""",UI/Campaign UI/traits/icon_humble_good.png,3k_main_opinion_topic_set_honour_humble
3k_ytr_ceo_node_career_people_advisor,3k_ytr_ceo_node_career_people_advisor,0,Advisor,This person possesses one of those invaluable minds that can quickly understand facts and consider the possibilities from all angles.,UI/Campaign UI/traits/icon_wise_good.png,3k_main_opinion_topic_set_intelligence_wise
3k_ytr_ceo_node_career_people_entertainer,3k_ytr_ceo_node_career_people_entertainer,0,Singer,"When this one sings, they manage to carry the original intention of the music while imbuing it with something new.",UI/Campaign UI/traits/icon_social_good.png,3k_main_opinion_topic_set_charisma_charismatic
3k_ytr_ceo_node_career_people_fortune_teller,3k_ytr_ceo_node_career_people_fortune_teller,0,Fortune-teller,"""I can tell you your future, but I cannot guarantee whether or not you will be glad of what you hear.""",UI/Campaign UI/traits/icon_composed_good.png,3k_main_opinion_topic_set_patience_enigmatic
3k_ytr_ceo_node_career_people_musician,3k_ytr_ceo_node_career_people_musician,0,Musician,"When this one plays, the world pauses for a short while to listen.",UI/Campaign UI/traits/icon_dexterous_good.png,3k_main_opinion_topic_set_ability_coordinated
3k_ytr_ceo_node_career_people_physician,3k_ytr_ceo_node_career_people_physician,0,Physician,"When someone falls ill, they call on this person to unblock their Qi and restore balance.",UI/Campaign UI/traits/icon_healthy_good.png,3k_main_opinion_topic_set_strength_healthy
3k_ytr_ceo_node_learning_student_01,3k_ytr_ceo_node_learning_student_01,0,Follower,This one sympathises with the Yellow Turban cause and does their best to adhere to its ideals.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_02,3k_ytr_ceo_node_learning_student_02,0,Pupil,This person has begun studying the Tao to educate themselves properly in the Way.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_03,3k_ytr_ceo_node_learning_student_03,0,Student,This one has sought out a teacher to instruct them in the Tao and to help them reach enlightenment.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_04,3k_ytr_ceo_node_learning_student_04,0,Academic,This person has completed the preliminaries of the Tao and has moved onto more difficult interpretations.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_05,3k_ytr_ceo_node_learning_student_05,0,Attendant,This one has become an attendant to aid a Taoist teacher and to improve their own understanding of the Way.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_06,3k_ytr_ceo_node_learning_student_06,0,Devoted Student,"Realising that the Tao is all, this one has forsaken all else to give their life to following and preaching the Way.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_07,3k_ytr_ceo_node_learning_student_07,0,Enlightened Student,"Inspired by a great teacher, this person has decided to follow their path and become one themselves.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_08,3k_ytr_ceo_node_learning_student_08,0,Xian,"Ultimate wisdom is accepting that, as your knowledge grows, deeper mysteries will open up before you.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_01,3k_ytr_ceo_node_learning_student_non_yt_01,0,Follower,This one sympathises with the Yellow Turban cause and does their best to adhere to its ideals.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_02,3k_ytr_ceo_node_learning_student_non_yt_02,0,Pupil,This person has begun studying the Tao to educate themselves properly in the Way.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_03,3k_ytr_ceo_node_learning_student_non_yt_03,0,Student,This one has sought out a teacher to instruct them in the Tao and to help them reach enlightenment.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_04,3k_ytr_ceo_node_learning_student_non_yt_04,0,Academic,This person has completed the preliminaries of the Tao and has moved onto more difficult interpretations.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_05,3k_ytr_ceo_node_learning_student_non_yt_05,0,Attendant,This one has become an attendant to aid a Taoist teacher and improve their own understanding of the Way.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_06,3k_ytr_ceo_node_learning_student_non_yt_06,0,Enlightened Student,"Realising that the Tao is all, this one has forsaken all else to give their life to following and preaching the Way.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_07,3k_ytr_ceo_node_learning_student_non_yt_07,0,Student Master,"Inspired by a great teacher, this person has decided to follow their path and become one themselves.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_student_non_yt_08,3k_ytr_ceo_node_learning_student_non_yt_08,0,Xian,"Ultimate wisdom is accepting that, as your knowledge grows, deeper mysteries will open up before you.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_01,3k_ytr_ceo_node_learning_teacher_01,0,Speaker,A bold and charismatic voice can make even the smallest proclamation sound profound and inspiring.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_02,3k_ytr_ceo_node_learning_teacher_02,0,Teacher,This person introduces others to the Tao and helps them take their first steps with it.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_03,3k_ytr_ceo_node_learning_teacher_03,0,Great Teacher,"One can educate without being a great teacher, but this one recognises that each pupil has different needs and addresses them.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_04,3k_ytr_ceo_node_learning_teacher_04,0,Master Teacher,"Enlightenment is a never-ending journey, but this one is close enough to instruct other teachers.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_05,3k_ytr_ceo_node_learning_teacher_05,0,Wise Teacher,This one’s wisdom is such that many old pupils return to them for advice.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_06,3k_ytr_ceo_node_learning_teacher_06,0,All-knowing Teacher,"""I have just what you need in a beautiful little volume… Now, where did I put it again?""",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_07,3k_ytr_ceo_node_learning_teacher_07,0,Taoist Priest,"This one knows every ritual, song and practice written in the Tao and has the expertise to perform them.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_08,3k_ytr_ceo_node_learning_teacher_08,0,Xian,"Ultimate wisdom is accepting that, as your knowledge grows, deeper mysteries will open up before you.",UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_learning_teacher_ascended_emperor,3k_ytr_ceo_node_learning_teacher_ascended_emperor,0,Yellow Sky Emperor,Our leader declared themselves emperor. They have enacted many military reforms and made us significantly more powerful.,UI/Campaign UI/traits/icon_leader_of_people_good.png,
3k_ytr_ceo_node_trait_personality_benevolent,3k_ytr_ceo_node_trait_personality_benevolent,0,Gracious,"This person performs acts of compassion far beyond what is expected of mere etiquette, proving that their heart and deeds are genuine.",UI/Campaign UI/traits/icon_selfless_earth.png,3k_main_opinion_topic_set_charisma_gracious
3k_ytr_ceo_node_trait_personality_gentle_hearted,3k_ytr_ceo_node_trait_personality_gentle_hearted,0,Kind-hearted,"Respect earned from kindness has deep roots, whereas that forced from fear lives on shifting sands.",UI/Campaign UI/traits/icon_selfless_wood.png,3k_main_opinion_topic_set_goodness_kind_hearted
3k_ytr_ceo_node_trait_personality_heaven_bright,3k_ytr_ceo_node_trait_personality_heaven_bright,0,Bright,"This person can find a use for things others would discard without thinking, so nothing is wasted.",UI/Campaign UI/traits/icon_bright_water.png,3k_main_opinion_topic_set_intelligence_bright
3k_ytr_ceo_node_trait_personality_heaven_creative,3k_ytr_ceo_node_trait_personality_heaven_creative,0,Creative,"When a problem confounds other more practically-minded people, this one applies imagination and innovation to find the answer.",UI/Campaign UI/traits/icon_creative_metal.png,3k_main_opinion_topic_set_charisma_creative
3k_ytr_ceo_node_trait_personality_heaven_honest,3k_ytr_ceo_node_trait_personality_heaven_honest,0,Honest,"This one believes that to be rich and powerful at the expense of their soul is a fool’s deal, and unworthy of consideration.",UI/Campaign UI/traits/icon_honest_wood.png,3k_main_opinion_topic_set_trust_honest
3k_ytr_ceo_node_trait_personality_heaven_selfless,3k_ytr_ceo_node_trait_personality_heaven_selfless,0,Selfless,"By putting others before themselves, this one achieves peace and humility, acting as an example to us all.",UI/Campaign UI/traits/icon_selfless_wood.png,3k_main_opinion_topic_set_goodness_selfless
3k_ytr_ceo_node_trait_personality_heaven_tolerant,3k_ytr_ceo_node_trait_personality_heaven_tolerant,0,Tolerant,"This one affects ignorance to small misdemeanours, as a little dipping into the pot every now and then keeps the peace.",UI/Campaign UI/traits/icon_tolerant_earth.png,3k_main_opinion_topic_set_patience_tolerant
3k_ytr_ceo_node_trait_personality_heaven_tranquil,3k_ytr_ceo_node_trait_personality_heaven_tranquil,0,Tranquil,This one is as calm as a still lake; their thoughts possess a mindful clarity and they perform their tasks all the better for it.,UI/Campaign UI/traits/icon_calm_good.png,3k_main_opinion_topic_set_patience_tranquil
3k_ytr_ceo_node_trait_personality_heaven_wise,3k_ytr_ceo_node_trait_personality_heaven_wise,0,Wise,"When others are lost, it is this one’s advice they seek out first.",UI/Campaign UI/traits/icon_wise_water.png,3k_main_opinion_topic_set_intelligence_wise
